Link,Title,string,url,css_string
chlorphenamine.html, Chlorphenamine ,chlorphenamine,https://bnf.nice.org.uk/interaction/chlorphenamine.html,#chlorphenamine .interactant span
chlorpromazine.html, Chlorpromazine ,chlorpromazine,https://bnf.nice.org.uk/interaction/chlorpromazine.html,#chlorpromazine .interactant span
chlortalidone-2.html, Chlortalidone ,chlortalidone-2,https://bnf.nice.org.uk/interaction/chlortalidone-2.html,#chlortalidone-2 .interactant span
cholera-vaccine-2.html, Cholera vaccine ,cholera-vaccine-2,https://bnf.nice.org.uk/interaction/cholera-vaccine-2.html,#cholera-vaccine-2 .interactant span
cholic-acid-2.html, Cholic acid ,cholic-acid-2,https://bnf.nice.org.uk/interaction/cholic-acid-2.html,#cholic-acid-2 .interactant span
choline-salicylate-2.html, Choline salicylate ,choline-salicylate-2,https://bnf.nice.org.uk/interaction/choline-salicylate-2.html,#choline-salicylate-2 .interactant span
ciclesonide-2.html, Ciclesonide ,ciclesonide-2,https://bnf.nice.org.uk/interaction/ciclesonide-2.html,#ciclesonide-2 .interactant span
ciclosporin-2.html, Ciclosporin ,ciclosporin-2,https://bnf.nice.org.uk/interaction/ciclosporin-2.html,#ciclosporin-2 .interactant span
cilostazol-2.html, Cilostazol ,cilostazol-2,https://bnf.nice.org.uk/interaction/cilostazol-2.html,#cilostazol-2 .interactant span
cimetidine-2.html, Cimetidine ,cimetidine-2,https://bnf.nice.org.uk/interaction/cimetidine-2.html,#cimetidine-2 .interactant span
cinacalcet-2.html, Cinacalcet ,cinacalcet-2,https://bnf.nice.org.uk/interaction/cinacalcet-2.html,#cinacalcet-2 .interactant span
cinnarizine-2.html, Cinnarizine ,cinnarizine-2,https://bnf.nice.org.uk/interaction/cinnarizine-2.html,#cinnarizine-2 .interactant span
ciprofibrate-2.html, Ciprofibrate ,ciprofibrate-2,https://bnf.nice.org.uk/interaction/ciprofibrate-2.html,#ciprofibrate-2 .interactant span
ciprofloxacin-2.html, Ciprofloxacin ,ciprofloxacin-2,https://bnf.nice.org.uk/interaction/ciprofloxacin-2.html,#ciprofloxacin-2 .interactant span
cisatracurium-2.html, Cisatracurium ,cisatracurium-2,https://bnf.nice.org.uk/interaction/cisatracurium-2.html,#cisatracurium-2 .interactant span
cisplatin-2.html, Cisplatin ,cisplatin-2,https://bnf.nice.org.uk/interaction/cisplatin-2.html,#cisplatin-2 .interactant span
citalopram-2.html, Citalopram ,citalopram-2,https://bnf.nice.org.uk/interaction/citalopram-2.html,#citalopram-2 .interactant span
cladribine-2.html, Cladribine ,cladribine-2,https://bnf.nice.org.uk/interaction/cladribine-2.html,#cladribine-2 .interactant span
clarithromycin-2.html, Clarithromycin ,clarithromycin-2,https://bnf.nice.org.uk/interaction/clarithromycin-2.html,#clarithromycin-2 .interactant span
clavulanic-acid.html, Clavulanic acid ,clavulanic-acid,https://bnf.nice.org.uk/interaction/clavulanic-acid.html,#clavulanic-acid .interactant span
clemastine-2.html, Clemastine ,clemastine-2,https://bnf.nice.org.uk/interaction/clemastine-2.html,#clemastine-2 .interactant span
clevidipine-2.html, Clevidipine ,clevidipine-2,https://bnf.nice.org.uk/interaction/clevidipine-2.html,#clevidipine-2 .interactant span
clindamycin-2.html, Clindamycin ,clindamycin-2,https://bnf.nice.org.uk/interaction/clindamycin-2.html,#clindamycin-2 .interactant span
clobazam-2.html, Clobazam ,clobazam-2,https://bnf.nice.org.uk/interaction/clobazam-2.html,#clobazam-2 .interactant span
clofarabine-2.html, Clofarabine ,clofarabine-2,https://bnf.nice.org.uk/interaction/clofarabine-2.html,#clofarabine-2 .interactant span
clofazimine-2.html, Clofazimine ,clofazimine-2,https://bnf.nice.org.uk/interaction/clofazimine-2.html,#clofazimine-2 .interactant span
clomethiazole-2.html, Clomethiazole ,clomethiazole-2,https://bnf.nice.org.uk/interaction/clomethiazole-2.html,#clomethiazole-2 .interactant span
clomipramine.html, Clomipramine ,clomipramine,https://bnf.nice.org.uk/interaction/clomipramine.html,#clomipramine .interactant span
clonazepam-2.html, Clonazepam ,clonazepam-2,https://bnf.nice.org.uk/interaction/clonazepam-2.html,#clonazepam-2 .interactant span
clonidine.html, Clonidine ,clonidine,https://bnf.nice.org.uk/interaction/clonidine.html,#clonidine .interactant span
clopamide.html, Clopamide ,clopamide,https://bnf.nice.org.uk/interaction/clopamide.html,#clopamide .interactant span
clopidogrel-2.html, Clopidogrel ,clopidogrel-2,https://bnf.nice.org.uk/interaction/clopidogrel-2.html,#clopidogrel-2 .interactant span
clotrimazole-2.html, Clotrimazole ,clotrimazole-2,https://bnf.nice.org.uk/interaction/clotrimazole-2.html,#clotrimazole-2 .interactant span
clozapine-2.html, Clozapine ,clozapine-2,https://bnf.nice.org.uk/interaction/clozapine-2.html,#clozapine-2 .interactant span
co-trimoxazole-2.html, Co-trimoxazole ,co-trimoxazole-2,https://bnf.nice.org.uk/interaction/co-trimoxazole-2.html,#co-trimoxazole-2 .interactant span
cobicistat-2.html, Cobicistat ,cobicistat-2,https://bnf.nice.org.uk/interaction/cobicistat-2.html,#cobicistat-2 .interactant span
cobimetinib-2.html, Cobimetinib ,cobimetinib-2,https://bnf.nice.org.uk/interaction/cobimetinib-2.html,#cobimetinib-2 .interactant span
codeine.html, Codeine ,codeine,https://bnf.nice.org.uk/interaction/codeine.html,#codeine .interactant span
colchicine-2.html, Colchicine ,colchicine-2,https://bnf.nice.org.uk/interaction/colchicine-2.html,#colchicine-2 .interactant span
colecalciferol-2.html, Colecalciferol ,colecalciferol-2,https://bnf.nice.org.uk/interaction/colecalciferol-2.html,#colecalciferol-2 .interactant span
colistimethate.html, Colistimethate ,colistimethate,https://bnf.nice.org.uk/interaction/colistimethate.html,#colistimethate .interactant span
combined-hormonal-contraceptives.html, Combined hormonal contraceptives ,combined-hormonal-contraceptives,https://bnf.nice.org.uk/interaction/combined-hormonal-contraceptives.html,#combined-hormonal-contraceptives .interactant span
cranberry-juice-2.html, Cranberry juice ,cranberry-juice-2,https://bnf.nice.org.uk/interaction/cranberry-juice-2.html,#cranberry-juice-2 .interactant span
crisantaspase-2.html, Crisantaspase ,crisantaspase-2,https://bnf.nice.org.uk/interaction/crisantaspase-2.html,#crisantaspase-2 .interactant span
crizotinib-2.html, Crizotinib ,crizotinib-2,https://bnf.nice.org.uk/interaction/crizotinib-2.html,#crizotinib-2 .interactant span
cyclizine-2.html, Cyclizine ,cyclizine-2,https://bnf.nice.org.uk/interaction/cyclizine-2.html,#cyclizine-2 .interactant span
cyclopentolate.html, Cyclopentolate ,cyclopentolate,https://bnf.nice.org.uk/interaction/cyclopentolate.html,#cyclopentolate .interactant span
cyclophosphamide-2.html, Cyclophosphamide ,cyclophosphamide-2,https://bnf.nice.org.uk/interaction/cyclophosphamide-2.html,#cyclophosphamide-2 .interactant span
cycloserine-2.html, Cycloserine ,cycloserine-2,https://bnf.nice.org.uk/interaction/cycloserine-2.html,#cycloserine-2 .interactant span
cyproheptadine.html, Cyproheptadine ,cyproheptadine,https://bnf.nice.org.uk/interaction/cyproheptadine.html,#cyproheptadine .interactant span
cytarabine-2.html, Cytarabine ,cytarabine-2,https://bnf.nice.org.uk/interaction/cytarabine-2.html,#cytarabine-2 .interactant span
dabigatran.html, Dabigatran ,dabigatran,https://bnf.nice.org.uk/interaction/dabigatran.html,#dabigatran .interactant span
dabrafenib-2.html, Dabrafenib ,dabrafenib-2,https://bnf.nice.org.uk/interaction/dabrafenib-2.html,#dabrafenib-2 .interactant span
dacarbazine-2.html, Dacarbazine ,dacarbazine-2,https://bnf.nice.org.uk/interaction/dacarbazine-2.html,#dacarbazine-2 .interactant span
daclatasvir-2.html, Daclatasvir ,daclatasvir-2,https://bnf.nice.org.uk/interaction/daclatasvir-2.html,#daclatasvir-2 .interactant span
dactinomycin.html, Dactinomycin ,dactinomycin,https://bnf.nice.org.uk/interaction/dactinomycin.html,#dactinomycin .interactant span
dairy-products-2.html, Dairy products ,dairy-products-2,https://bnf.nice.org.uk/interaction/dairy-products-2.html,#dairy-products-2 .interactant span
dalteparin.html, Dalteparin ,dalteparin,https://bnf.nice.org.uk/interaction/dalteparin.html,#dalteparin .interactant span
danaparoid.html, Danaparoid ,danaparoid,https://bnf.nice.org.uk/interaction/danaparoid.html,#danaparoid .interactant span
danazol-2.html, Danazol ,danazol-2,https://bnf.nice.org.uk/interaction/danazol-2.html,#danazol-2 .interactant span
dantrolene.html, Dantrolene ,dantrolene,https://bnf.nice.org.uk/interaction/dantrolene.html,#dantrolene .interactant span
dapagliflozin-2.html, Dapagliflozin ,dapagliflozin-2,https://bnf.nice.org.uk/interaction/dapagliflozin-2.html,#dapagliflozin-2 .interactant span
dapoxetine-2.html, Dapoxetine ,dapoxetine-2,https://bnf.nice.org.uk/interaction/dapoxetine-2.html,#dapoxetine-2 .interactant span
dapsone-2.html, Dapsone ,dapsone-2,https://bnf.nice.org.uk/interaction/dapsone-2.html,#dapsone-2 .interactant span
daptomycin-2.html, Daptomycin ,daptomycin-2,https://bnf.nice.org.uk/interaction/daptomycin-2.html,#daptomycin-2 .interactant span
daratumumab-2.html, Daratumumab ,daratumumab-2,https://bnf.nice.org.uk/interaction/daratumumab-2.html,#daratumumab-2 .interactant span
darbepoetin-alfa-2.html, Darbepoetin alfa ,darbepoetin-alfa-2,https://bnf.nice.org.uk/interaction/darbepoetin-alfa-2.html,#darbepoetin-alfa-2 .interactant span
darifenacin-2.html, Darifenacin ,darifenacin-2,https://bnf.nice.org.uk/interaction/darifenacin-2.html,#darifenacin-2 .interactant span
darunavir-2.html, Darunavir ,darunavir-2,https://bnf.nice.org.uk/interaction/darunavir-2.html,#darunavir-2 .interactant span
dasabuvir-2.html, Dasabuvir ,dasabuvir-2,https://bnf.nice.org.uk/interaction/dasabuvir-2.html,#dasabuvir-2 .interactant span
dasatinib-2.html, Dasatinib ,dasatinib-2,https://bnf.nice.org.uk/interaction/dasatinib-2.html,#dasatinib-2 .interactant span
daunorubicin-2.html, Daunorubicin ,daunorubicin-2,https://bnf.nice.org.uk/interaction/daunorubicin-2.html,#daunorubicin-2 .interactant span
decitabine-2.html, Decitabine ,decitabine-2,https://bnf.nice.org.uk/interaction/decitabine-2.html,#decitabine-2 .interactant span
deferasirox-2.html, Deferasirox ,deferasirox-2,https://bnf.nice.org.uk/interaction/deferasirox-2.html,#deferasirox-2 .interactant span
deferiprone-2.html, Deferiprone ,deferiprone-2,https://bnf.nice.org.uk/interaction/deferiprone-2.html,#deferiprone-2 .interactant span
deflazacort-2.html, Deflazacort ,deflazacort-2,https://bnf.nice.org.uk/interaction/deflazacort-2.html,#deflazacort-2 .interactant span
delamanid-2.html, Delamanid ,delamanid-2,https://bnf.nice.org.uk/interaction/delamanid-2.html,#delamanid-2 .interactant span
demeclocycline.html, Demeclocycline ,demeclocycline,https://bnf.nice.org.uk/interaction/demeclocycline.html,#demeclocycline .interactant span
desferrioxamine.html, Desferrioxamine ,desferrioxamine,https://bnf.nice.org.uk/interaction/desferrioxamine.html,#desferrioxamine .interactant span
desflurane-2.html, Desflurane ,desflurane-2,https://bnf.nice.org.uk/interaction/desflurane-2.html,#desflurane-2 .interactant span
desloratadine-2.html, Desloratadine ,desloratadine-2,https://bnf.nice.org.uk/interaction/desloratadine-2.html,#desloratadine-2 .interactant span
desmopressin-2.html, Desmopressin ,desmopressin-2,https://bnf.nice.org.uk/interaction/desmopressin-2.html,#desmopressin-2 .interactant span
desogestrel-2.html, Desogestrel ,desogestrel-2,https://bnf.nice.org.uk/interaction/desogestrel-2.html,#desogestrel-2 .interactant span
dexamethasone-2.html, Dexamethasone ,dexamethasone-2,https://bnf.nice.org.uk/interaction/dexamethasone-2.html,#dexamethasone-2 .interactant span
dexamfetamine.html, Dexamfetamine ,dexamfetamine,https://bnf.nice.org.uk/interaction/dexamfetamine.html,#dexamfetamine .interactant span
dexibuprofen-2.html, Dexibuprofen ,dexibuprofen-2,https://bnf.nice.org.uk/interaction/dexibuprofen-2.html,#dexibuprofen-2 .interactant span
dexketoprofen-2.html, Dexketoprofen ,dexketoprofen-2,https://bnf.nice.org.uk/interaction/dexketoprofen-2.html,#dexketoprofen-2 .interactant span
dexmedetomidine-2.html, Dexmedetomidine ,dexmedetomidine-2,https://bnf.nice.org.uk/interaction/dexmedetomidine-2.html,#dexmedetomidine-2 .interactant span
dexrazoxane-2.html, Dexrazoxane ,dexrazoxane-2,https://bnf.nice.org.uk/interaction/dexrazoxane-2.html,#dexrazoxane-2 .interactant span
diamorphine.html, Diamorphine ,diamorphine,https://bnf.nice.org.uk/interaction/diamorphine.html,#diamorphine .interactant span
diazepam-2.html, Diazepam ,diazepam-2,https://bnf.nice.org.uk/interaction/diazepam-2.html,#diazepam-2 .interactant span
diazoxide-2.html, Diazoxide ,diazoxide-2,https://bnf.nice.org.uk/interaction/diazoxide-2.html,#diazoxide-2 .interactant span
diclofenac-2.html, Diclofenac ,diclofenac-2,https://bnf.nice.org.uk/interaction/diclofenac-2.html,#diclofenac-2 .interactant span
dicycloverine.html, Dicycloverine ,dicycloverine,https://bnf.nice.org.uk/interaction/dicycloverine.html,#dicycloverine .interactant span
didanosine-2.html, Didanosine ,didanosine-2,https://bnf.nice.org.uk/interaction/didanosine-2.html,#didanosine-2 .interactant span
digoxin-2.html, Digoxin ,digoxin-2,https://bnf.nice.org.uk/interaction/digoxin-2.html,#digoxin-2 .interactant span
dihydrocodeine.html, Dihydrocodeine ,dihydrocodeine,https://bnf.nice.org.uk/interaction/dihydrocodeine.html,#dihydrocodeine .interactant span
dihydrotachysterol-2.html, Dihydrotachysterol ,dihydrotachysterol-2,https://bnf.nice.org.uk/interaction/dihydrotachysterol-2.html,#dihydrotachysterol-2 .interactant span
diltiazem.html, Diltiazem ,diltiazem,https://bnf.nice.org.uk/interaction/diltiazem.html,#diltiazem .interactant span
dimenhydrinate.html, Dimenhydrinate ,dimenhydrinate,https://bnf.nice.org.uk/interaction/dimenhydrinate.html,#dimenhydrinate .interactant span
dimethyl-fumarate-2.html, Dimethyl fumarate ,dimethyl-fumarate-2,https://bnf.nice.org.uk/interaction/dimethyl-fumarate-2.html,#dimethyl-fumarate-2 .interactant span
dinutuximab.html, Dinutuximab ,dinutuximab,https://bnf.nice.org.uk/interaction/dinutuximab.html,#dinutuximab .interactant span
diphenoxylate.html, Diphenoxylate ,diphenoxylate,https://bnf.nice.org.uk/interaction/diphenoxylate.html,#diphenoxylate .interactant span
dipipanone.html, Dipipanone ,dipipanone,https://bnf.nice.org.uk/interaction/dipipanone.html,#dipipanone .interactant span
dipyridamole-2.html, Dipyridamole ,dipyridamole-2,https://bnf.nice.org.uk/interaction/dipyridamole-2.html,#dipyridamole-2 .interactant span
disopyramide-2.html, Disopyramide ,disopyramide-2,https://bnf.nice.org.uk/interaction/disopyramide-2.html,#disopyramide-2 .interactant span
disulfiram-2.html, Disulfiram ,disulfiram-2,https://bnf.nice.org.uk/interaction/disulfiram-2.html,#disulfiram-2 .interactant span
dobutamine-2.html, Dobutamine ,dobutamine-2,https://bnf.nice.org.uk/interaction/dobutamine-2.html,#dobutamine-2 .interactant span
docetaxel-2.html, Docetaxel ,docetaxel-2,https://bnf.nice.org.uk/interaction/docetaxel-2.html,#docetaxel-2 .interactant span
dolutegravir-2.html, Dolutegravir ,dolutegravir-2,https://bnf.nice.org.uk/interaction/dolutegravir-2.html,#dolutegravir-2 .interactant span
domperidone-2.html, Domperidone ,domperidone-2,https://bnf.nice.org.uk/interaction/domperidone-2.html,#domperidone-2 .interactant span
donepezil.html, Donepezil ,donepezil,https://bnf.nice.org.uk/interaction/donepezil.html,#donepezil .interactant span
dopamine.html, Dopamine ,dopamine,https://bnf.nice.org.uk/interaction/dopamine.html,#dopamine .interactant span
dosulepin.html, Dosulepin ,dosulepin,https://bnf.nice.org.uk/interaction/dosulepin.html,#dosulepin .interactant span
doxapram.html, Doxapram ,doxapram,https://bnf.nice.org.uk/interaction/doxapram.html,#doxapram .interactant span
doxazosin-2.html, Doxazosin ,doxazosin-2,https://bnf.nice.org.uk/interaction/doxazosin-2.html,#doxazosin-2 .interactant span
doxepin-2.html, Doxepin ,doxepin-2,https://bnf.nice.org.uk/interaction/doxepin-2.html,#doxepin-2 .interactant span
doxorubicin.html, Doxorubicin ,doxorubicin,https://bnf.nice.org.uk/interaction/doxorubicin.html,#doxorubicin .interactant span
doxycycline-2.html, Doxycycline ,doxycycline-2,https://bnf.nice.org.uk/interaction/doxycycline-2.html,#doxycycline-2 .interactant span
doxylamine.html, Doxylamine ,doxylamine,https://bnf.nice.org.uk/interaction/doxylamine.html,#doxylamine .interactant span
dronedarone-2.html, Dronedarone ,dronedarone-2,https://bnf.nice.org.uk/interaction/dronedarone-2.html,#dronedarone-2 .interactant span
droperidol-2.html, Droperidol ,droperidol-2,https://bnf.nice.org.uk/interaction/droperidol-2.html,#droperidol-2 .interactant span
drospirenone.html, Drospirenone ,drospirenone,https://bnf.nice.org.uk/interaction/drospirenone.html,#drospirenone .interactant span
dulaglutide-2.html, Dulaglutide ,dulaglutide-2,https://bnf.nice.org.uk/interaction/dulaglutide-2.html,#dulaglutide-2 .interactant span
duloxetine-2.html, Duloxetine ,duloxetine-2,https://bnf.nice.org.uk/interaction/duloxetine-2.html,#duloxetine-2 .interactant span
dupilumab-2.html, Dupilumab ,dupilumab-2,https://bnf.nice.org.uk/interaction/dupilumab-2.html,#dupilumab-2 .interactant span
dutasteride-2.html, Dutasteride ,dutasteride-2,https://bnf.nice.org.uk/interaction/dutasteride-2.html,#dutasteride-2 .interactant span
eculizumab-2.html, Eculizumab ,eculizumab-2,https://bnf.nice.org.uk/interaction/eculizumab-2.html,#eculizumab-2 .interactant span
edoxaban-2.html, Edoxaban ,edoxaban-2,https://bnf.nice.org.uk/interaction/edoxaban-2.html,#edoxaban-2 .interactant span
efavirenz-2.html, Efavirenz ,efavirenz-2,https://bnf.nice.org.uk/interaction/efavirenz-2.html,#efavirenz-2 .interactant span
elbasvir.html, Elbasvir ,elbasvir,https://bnf.nice.org.uk/interaction/elbasvir.html,#elbasvir .interactant span
eletriptan-2.html, Eletriptan ,eletriptan-2,https://bnf.nice.org.uk/interaction/eletriptan-2.html,#eletriptan-2 .interactant span
eliglustat-2.html, Eliglustat ,eliglustat-2,https://bnf.nice.org.uk/interaction/eliglustat-2.html,#eliglustat-2 .interactant span
elotuzumab-2.html, Elotuzumab ,elotuzumab-2,https://bnf.nice.org.uk/interaction/elotuzumab-2.html,#elotuzumab-2 .interactant span
eltrombopag-2.html, Eltrombopag ,eltrombopag-2,https://bnf.nice.org.uk/interaction/eltrombopag-2.html,#eltrombopag-2 .interactant span
eluxadoline-2.html, Eluxadoline ,eluxadoline-2,https://bnf.nice.org.uk/interaction/eluxadoline-2.html,#eluxadoline-2 .interactant span
elvitegravir-2.html, Elvitegravir ,elvitegravir-2,https://bnf.nice.org.uk/interaction/elvitegravir-2.html,#elvitegravir-2 .interactant span
empagliflozin-2.html, Empagliflozin ,empagliflozin-2,https://bnf.nice.org.uk/interaction/empagliflozin-2.html,#empagliflozin-2 .interactant span
enalapril.html, Enalapril ,enalapril,https://bnf.nice.org.uk/interaction/enalapril.html,#enalapril .interactant span
enoxaparin.html, Enoxaparin ,enoxaparin,https://bnf.nice.org.uk/interaction/enoxaparin.html,#enoxaparin .interactant span
entacapone-2.html, Entacapone ,entacapone-2,https://bnf.nice.org.uk/interaction/entacapone-2.html,#entacapone-2 .interactant span
enteral-feeds-2.html, Enteral feeds ,enteral-feeds-2,https://bnf.nice.org.uk/interaction/enteral-feeds-2.html,#enteral-feeds-2 .interactant span
enzalutamide-2.html, Enzalutamide ,enzalutamide-2,https://bnf.nice.org.uk/interaction/enzalutamide-2.html,#enzalutamide-2 .interactant span
ephedrine.html, Ephedrine ,ephedrine,https://bnf.nice.org.uk/interaction/ephedrine.html,#ephedrine .interactant span
epirubicin.html, Epirubicin ,epirubicin,https://bnf.nice.org.uk/interaction/epirubicin.html,#epirubicin .interactant span
eplerenone-2.html, Eplerenone ,eplerenone-2,https://bnf.nice.org.uk/interaction/eplerenone-2.html,#eplerenone-2 .interactant span
epoetin-alfa-2.html, Epoetin alfa ,epoetin-alfa-2,https://bnf.nice.org.uk/interaction/epoetin-alfa-2.html,#epoetin-alfa-2 .interactant span
epoetin-beta-2.html, Epoetin beta ,epoetin-beta-2,https://bnf.nice.org.uk/interaction/epoetin-beta-2.html,#epoetin-beta-2 .interactant span
epoetin-zeta-2.html, Epoetin zeta ,epoetin-zeta-2,https://bnf.nice.org.uk/interaction/epoetin-zeta-2.html,#epoetin-zeta-2 .interactant span
epoprostenol-2.html, Epoprostenol ,epoprostenol-2,https://bnf.nice.org.uk/interaction/epoprostenol-2.html,#epoprostenol-2 .interactant span
eprosartan-2.html, Eprosartan ,eprosartan-2,https://bnf.nice.org.uk/interaction/eprosartan-2.html,#eprosartan-2 .interactant span
eptifibatide-2.html, Eptifibatide ,eptifibatide-2,https://bnf.nice.org.uk/interaction/eptifibatide-2.html,#eptifibatide-2 .interactant span
ergocalciferol-2.html, Ergocalciferol ,ergocalciferol-2,https://bnf.nice.org.uk/interaction/ergocalciferol-2.html,#ergocalciferol-2 .interactant span
ergometrine.html, Ergometrine ,ergometrine,https://bnf.nice.org.uk/interaction/ergometrine.html,#ergometrine .interactant span
ergotamine.html, Ergotamine ,ergotamine,https://bnf.nice.org.uk/interaction/ergotamine.html,#ergotamine .interactant span
eribulin-2.html, Eribulin ,eribulin-2,https://bnf.nice.org.uk/interaction/eribulin-2.html,#eribulin-2 .interactant span
erlotinib-2.html, Erlotinib ,erlotinib-2,https://bnf.nice.org.uk/interaction/erlotinib-2.html,#erlotinib-2 .interactant span
ertapenem-2.html, Ertapenem ,ertapenem-2,https://bnf.nice.org.uk/interaction/ertapenem-2.html,#ertapenem-2 .interactant span
erythromycin-2.html, Erythromycin ,erythromycin-2,https://bnf.nice.org.uk/interaction/erythromycin-2.html,#erythromycin-2 .interactant span
escitalopram-2.html, Escitalopram ,escitalopram-2,https://bnf.nice.org.uk/interaction/escitalopram-2.html,#escitalopram-2 .interactant span
eslicarbazepine.html, Eslicarbazepine ,eslicarbazepine,https://bnf.nice.org.uk/interaction/eslicarbazepine.html,#eslicarbazepine .interactant span
esmolol.html, Esmolol ,esmolol,https://bnf.nice.org.uk/interaction/esmolol.html,#esmolol .interactant span
esomeprazole-2.html, Esomeprazole ,esomeprazole-2,https://bnf.nice.org.uk/interaction/esomeprazole-2.html,#esomeprazole-2 .interactant span
estramustine.html, Estramustine ,estramustine,https://bnf.nice.org.uk/interaction/estramustine.html,#estramustine .interactant span
etanercept-2.html, Etanercept ,etanercept-2,https://bnf.nice.org.uk/interaction/etanercept-2.html,#etanercept-2 .interactant span
etelcalcetide-2.html, Etelcalcetide ,etelcalcetide-2,https://bnf.nice.org.uk/interaction/etelcalcetide-2.html,#etelcalcetide-2 .interactant span
ethambutol.html, Ethambutol ,ethambutol,https://bnf.nice.org.uk/interaction/ethambutol.html,#ethambutol .interactant span
ethosuximide-2.html, Ethosuximide ,ethosuximide-2,https://bnf.nice.org.uk/interaction/ethosuximide-2.html,#ethosuximide-2 .interactant span
etodolac-2.html, Etodolac ,etodolac-2,https://bnf.nice.org.uk/interaction/etodolac-2.html,#etodolac-2 .interactant span
etomidate-2.html, Etomidate ,etomidate-2,https://bnf.nice.org.uk/interaction/etomidate-2.html,#etomidate-2 .interactant span
etonogestrel-2.html, Etonogestrel ,etonogestrel-2,https://bnf.nice.org.uk/interaction/etonogestrel-2.html,#etonogestrel-2 .interactant span
etoposide-2.html, Etoposide ,etoposide-2,https://bnf.nice.org.uk/interaction/etoposide-2.html,#etoposide-2 .interactant span
etoricoxib-2.html, Etoricoxib ,etoricoxib-2,https://bnf.nice.org.uk/interaction/etoricoxib-2.html,#etoricoxib-2 .interactant span
etravirine-2.html, Etravirine ,etravirine-2,https://bnf.nice.org.uk/interaction/etravirine-2.html,#etravirine-2 .interactant span
everolimus-2.html, Everolimus ,everolimus-2,https://bnf.nice.org.uk/interaction/everolimus-2.html,#everolimus-2 .interactant span
exemestane-2.html, Exemestane ,exemestane-2,https://bnf.nice.org.uk/interaction/exemestane-2.html,#exemestane-2 .interactant span
exenatide-2.html, Exenatide ,exenatide-2,https://bnf.nice.org.uk/interaction/exenatide-2.html,#exenatide-2 .interactant span
ezetimibe-2.html, Ezetimibe ,ezetimibe-2,https://bnf.nice.org.uk/interaction/ezetimibe-2.html,#ezetimibe-2 .interactant span
famotidine-2.html, Famotidine ,famotidine-2,https://bnf.nice.org.uk/interaction/famotidine-2.html,#famotidine-2 .interactant span
fampridine-2.html, Fampridine ,fampridine-2,https://bnf.nice.org.uk/interaction/fampridine-2.html,#fampridine-2 .interactant span
febuxostat-2.html, Febuxostat ,febuxostat-2,https://bnf.nice.org.uk/interaction/febuxostat-2.html,#febuxostat-2 .interactant span
felbinac-2.html, Felbinac ,felbinac-2,https://bnf.nice.org.uk/interaction/felbinac-2.html,#felbinac-2 .interactant span
felodipine-2.html, Felodipine ,felodipine-2,https://bnf.nice.org.uk/interaction/felodipine-2.html,#felodipine-2 .interactant span
fenofibrate-2.html, Fenofibrate ,fenofibrate-2,https://bnf.nice.org.uk/interaction/fenofibrate-2.html,#fenofibrate-2 .interactant span
fenoprofen-2.html, Fenoprofen ,fenoprofen-2,https://bnf.nice.org.uk/interaction/fenoprofen-2.html,#fenoprofen-2 .interactant span
fentanyl-2.html, Fentanyl ,fentanyl-2,https://bnf.nice.org.uk/interaction/fentanyl-2.html,#fentanyl-2 .interactant span
ferric-carboxymaltose-2.html, Ferric carboxymaltose ,ferric-carboxymaltose-2,https://bnf.nice.org.uk/interaction/ferric-carboxymaltose-2.html,#ferric-carboxymaltose-2 .interactant span
ferric-maltol-2.html, Ferric maltol ,ferric-maltol-2,https://bnf.nice.org.uk/interaction/ferric-maltol-2.html,#ferric-maltol-2 .interactant span
ferrous-fumarate-2.html, Ferrous fumarate ,ferrous-fumarate-2,https://bnf.nice.org.uk/interaction/ferrous-fumarate-2.html,#ferrous-fumarate-2 .interactant span
ferrous-gluconate-2.html, Ferrous gluconate ,ferrous-gluconate-2,https://bnf.nice.org.uk/interaction/ferrous-gluconate-2.html,#ferrous-gluconate-2 .interactant span
ferrous-sulfate-2.html, Ferrous sulfate ,ferrous-sulfate-2,https://bnf.nice.org.uk/interaction/ferrous-sulfate-2.html,#ferrous-sulfate-2 .interactant span
fesoterodine.html, Fesoterodine ,fesoterodine,https://bnf.nice.org.uk/interaction/fesoterodine.html,#fesoterodine .interactant span
fexofenadine.html, Fexofenadine ,fexofenadine,https://bnf.nice.org.uk/interaction/fexofenadine.html,#fexofenadine .interactant span
fidaxomicin-2.html, Fidaxomicin ,fidaxomicin-2,https://bnf.nice.org.uk/interaction/fidaxomicin-2.html,#fidaxomicin-2 .interactant span
fingolimod-2.html, Fingolimod ,fingolimod-2,https://bnf.nice.org.uk/interaction/fingolimod-2.html,#fingolimod-2 .interactant span
flavoxate.html, Flavoxate ,flavoxate,https://bnf.nice.org.uk/interaction/flavoxate.html,#flavoxate .interactant span
flecainide.html, Flecainide ,flecainide,https://bnf.nice.org.uk/interaction/flecainide.html,#flecainide .interactant span
flucloxacillin-2.html, Flucloxacillin ,flucloxacillin-2,https://bnf.nice.org.uk/interaction/flucloxacillin-2.html,#flucloxacillin-2 .interactant span
fluconazole-2.html, Fluconazole ,fluconazole-2,https://bnf.nice.org.uk/interaction/fluconazole-2.html,#fluconazole-2 .interactant span
flucytosine-2.html, Flucytosine ,flucytosine-2,https://bnf.nice.org.uk/interaction/flucytosine-2.html,#flucytosine-2 .interactant span
